Arbon;16354
Dozwil;732
Egnach;5180
Hefenhofen;1340
Horn;3165
Kesswil;1005
Roggwil (Tg);3452
Romanshorn;11945
Salmsach;1631
Sommeri;673
Uttwil;1921
Amriswil;14951
;
Basadingen-Schlattingen;1902
Diessenhofen;4138
Schlatt (Tg);1887
Felben-Wellhausen;3232
Frauenfeld;27099
Gachnang;4636
Hüttlingen;906
Matzingen;3167
Neunforn;1112
Stettfurt;1276
Thundorf;1737
Uesslingen-Buch;1139
Warth-Weiningen;1476
Berlingen;957
Eschenz;1923
Herdern;1176
Homburg;1573
Hüttwilen;1783
Mammern;704
Müllheim;3339
Pfyn;2259
Steckborn;4054
Wagenhausen;1858
;
Altnau;2355
Bottighofen;2696
Ermatingen;3780
Gottlieben;347
Güttingen;1799
Kemmental;2837
Kreuzlingen;23407
Langrickenbach;1503
Lengwil;1796
Münsterlingen;3723
Tägerwilen;5453
Wäldi;1171
Raperswilen;421
Salenstein;1454
;
Aadorf;9800
Bettwiesen;1342
Bichelsee-Balterswil;3030
Braunau;904
Eschlikon;4916
Fischingen;3028
Lommis;1331
Münchwilen (Tg);5976
Rickenbach (Tg);3061
Sirnach;8200
Tobel-Tägerschen;1730
Wängi;5065
Wilen (Tg);2506
;
Bischofszell;6417
Erlen;3980
Hauptwil-Gottshaus;2104
Hohentannen;655
Kradolf-Schönenberg;3932
Sulgen;4152
Zihlschlacht-Sitterdorf;2624
Affeltrangen;2880
Schönholzerswilen;867
Wuppenau;1213
Amlikon-Bissegg;1414
Berg (Tg);3590
Birwinken;1428
Bürglen (Tg);4173
Bussnang;2615
Märstetten;3008
Weinfelden;12504
Wigoltingen;2640
;
;
Arbedo-Castione;5160
Bellinzona;45305
Cadenazzo;3132
Isone;404
Lumino;1684
Sant'Antonino;2671
;
Acquarossa;1796
Blenio;1747
Serravalle;2070
;
Airolo;1452
Bedretto;108
Bodio;961
Dalpe;185
Faido;2705
Giornico;801
Personico;317
Pollegio;920
Prato (Leventina);376
Quinto;926
;
Ascona;5322
Brione Sopra Minusio;436
Brissago;1619
Gordola;4831
Lavertezzo;1253
Locarno;16374
Losone;6727
Mergoscia;201
Minusio;7321
Muralto;2572
Orselina;687
Ronco Sopra Ascona;522
Tenero-Contra;3393
Onsernone;663
Cugnasco-Gerra;2858
Terre Di Pedemonte;2685
Centovalli;1070
Gambarogno;5024
Verzasca;776
;
Agno;4554
Aranno;351
Arogno;938
Astano;313
Bedano;1510
Bedigliora;619
Bioggio;2801
Bissone;930
Brusino Arsizio;474
Cademario;790
Cadempino;1585
Canobbio;2404
Caslano;4400
Comano;2186
Cureglia;1483
Curio;587
Grancia;468
Gravesano;1398
Lamone;1757
Lugano;63629
Magliaso;1622
Manno;1373
Massagno;6799
Melide;1785
Mezzovico-Vira;1389
Miglieglia;293
Morcote;713
Muzzano;805
Neggio;328
Novaggio;850
Origlio;1526
Paradiso;4853
Ponte Capriasca;1958
Porza;1717
Pura;1355
Savosa;2276
Sorengo;2183
Capriasca;6717
Torricella-Taverne;3087
Vernate;613
Vezia;1958
Vico Morcote;408
Collina D'Oro;4903
Alto Malcantone;1390
Monteceneri;4729
Tresa;3126
Val Mara;3005
;
Balerna;3356
Castel San Pietro;2262
Chiasso;7564
Coldrerio;2834
Mendrisio;15085
Morbio Inferiore;4412
Novazzano;2340
Riva San Vitale;2695
Stabio;4522
Vacallo;3491
Breggia;1889
;
Biasca;6201
Riviera;4269
;
Bosco/Gurin;47
Campo (Vallemaggia);49
Cerentino;37
Cevio;1111
Linescio;41
Maggia;2674
Lavizzara;498
Avegno Gordevio;1534
;
;
Aigle;11752
Bex;8841
Chessel;527
Corbeyrier;452
Gryon;1519
Lavey-Morcles;1015
Leysin;3659
Noville;1215
Ollon;8221
Ormont-Dessous;1242
Ormont-Dessus;1433
Rennaz;949
Roche (Vd);1994
Villeneuve (Vd);6039
Yvorne;1109
;
Avenches;4875
Cudrefin;1885
Faoug;895
Vully-Les-Lacs;3627
Bussy-Sur-Moudon;262
Chavannes-Sur-Moudon;229
Curtilles;308
Dompierre (Vd);240
Hermenches;373
Lovatens;146
Lucens;4736
Moudon;6646
Prévonloup;230
Rossenges;91
Syens;151
Villars-Le-Comte;132
Vucherens;621
Corcelles-Le-Jorat;499
Ropraz;530
Vulliens;628
Champtauroz;196
Chevroux;494
Corcelles-Près-Payerne;2982
Grandcour;976
Henniez;469
Missy;383
Payerne;10758
Trey;318
Treytorrens (Payerne);108
Villarzel;523
Valbroye;3425
;
Bettens;646
Bournens;531
Boussens;1006
Daillens;1097
Lussery-Villars;470
Mex (Vd);807
Penthalaz;3169
Penthaz;1945
Sullens;1226
Vufflens-La-Ville;1342
Assens;1717
Bercher;1344
Bottens;1354
Bretigny-Sur-Morrens;899
Cugy (Vd);2787
Echallens;6719
Essertines-Sur-Yverdon;1142
Etagnières;1191
Fey;789
Froideville;2729
Morrens (Vd);1155
Oulens-Sous-Echallens;603
Pailly;575
Penthéréaz;430
Poliez-Pittet;850
Rueyres;304
Saint-Barthélemy (Vd);834
Villars-Le-Terroir;1308
Vuarrens;1119
Montilliez;1872
Goumoëns;1206
Boulens;368
Ogens;341
Montanaire;2860
Jorat-Menthue;1574
Oppens;202
;
Bonvillars;517
Bullet;681
Champagne;1070
Concise;1025
Corcelles-Près-Concise;434
Fiez;432
Fontaines-Sur-Grandson;219
Giez;464
Grandevent;241
Grandson;3390
Mauborget;145
Mutrux;145
Novalles;106
Onnens (Vd);513
Provence;409
Sainte-Croix;5139
Tévenon;862
L'Abergement;270
Agiez;372
Arnex-Sur-Orbe;694
Ballaigues;1218
Baulmes;1165
Bavois;1041
Bofflens;200
Bretonnières;261
Chavornay;5440
Les Clées;193
Croy;403
Juriens;348
Lignerolle;461
Montcherand;489
Orbe;7978
La Praz;207
Premier;228
Rances;509
Romainmôtier-Envy;560
Sergey;133
Valeyres-Sous-Rances;578
Vallorbe;4319
Vaulion;488
Vuiteboeuf;608
L'Abbaye;1541
Le Chenit;4753
Le Lieu;918
Belmont-Sur-Yverdon;445
Bioley-Magnoux;257
Chamblon;554
Champvent;724
Chavannes-Le-Chêne;322
Chêne-Pâquier;173
Cheseaux-Noréaz;736
Cronay;426
Cuarny;241
Démoret;173
Donneloye;916
Ependes (Vd);379
Mathod;725
Molondin;269
Montagny-Près-Yverdon;780
Orges;424
Orzens;214
Pomy;876
Rovray;194
Suchy;663
Suscévaz;234
Treycovagnes;515
Ursins;232
Valeyres-Sous-Montagny;707
Valeyres-Sous-Ursins;235
Villars-Epeney;108
Vugelles-La Mothe;146
Yverdon-Les-Bains;30292
Yvonand;3524
;
Cheseaux-Sur-Lausanne;4847
Epalinges;9905
Jouxtens-Mézery;1478
Lausanne;144873
Le Mont-Sur-Lausanne;9531
Romanel-Sur-Lausanne;4321
;
Belmont-Sur-Lausanne;3915
Paudex;1509
Pully;19538
Chexbres;2261
Forel (Lavaux);2087
Lutry;10751
Puidoux;2974
Rivaz;329
Saint-Saphorin (Lavaux);387
Savigny;3517
Bourg-En-Lavaux;5464
Maracon;569
Montpreveyres;656
Servion;2228
Oron;6341
Jorat-Mézières;3189
;
Aubonne;3856
Ballens;579
Berolle;303
Bière;1669
Bougy-Villars;514
Féchy;923
Gimel;2457
Mollens (Vd);324
Saint-Livres;715
Saint-Oyens;457
Saubraz;447
La Chaux (Cossonay);432
Chavannes-Le-Veyron;160
Chevilly;346
Cossonay;4893
Cuarnens;561
Dizy;238
Eclépens;1210
Ferreyres;309
Gollion;1066
Grancy;538
L'Isle;1094
Mauraz;67
Moiry;300
Mont-La-Ville;496
Montricher;943
Orny;497
Pompaples;932
La Sarraz;2615
Senarclens;480
Aclens;585
Bremblens;614
Buchillon;686
Chigny;420
Clarmont;228
Denens;742
Denges;1830
Echandens;2999
Echichens;3222
Etoy;2962
Lavigny;1099
Lonay;2734
Lully (Vd);836
Lussy-Sur-Morges;719
Morges;17701
Préverenges;5260
Romanel-Sur-Morges;454
Saint-Prex;5865
Tolochenaz;1934
Vaux-Sur-Morges;185
Villars-Sous-Yens;602
Vufflens-Le-Château;837
Vullierens;547
Yens;1498
Hautemorges;4383
Allaman;430
;
Longirod;556
Marchissy;508
Saint-George;1081
Arnex-Sur-Nyon;270
Arzier-Le Muids;2968
Bassins;1483
Begnins;2035
Bogis-Bossey;991
Borex;1146
Chavannes-De-Bogis;1384
Chavannes-Des-Bois;983
Chéserex;1279
Coinsins;519
Commugny;2973
Coppet;3232
Crans (Vd);2445
Crassier;1275
Duillier;1140
Eysins;1774
Founex;3763
Genolier;2012
Gingins;1256
Givrins;1068
Gland;13987
Grens;391
Mies;2180
Nyon;23351
Prangins;4271
La Rippe;1196
Saint-Cergue;3009
Signy-Avenex;608
Tannay;1746
Trélex;1426
Le Vaud;1367
Vich;1182
Bursinel;532
Bursins;814
Burtigny;401
Dully;620
Essertines-Sur-Rolle;785
Gilly;1441
Luins;633
Mont-Sur-Rolle;2752
Perroy;1584
Rolle;6540
Tartegnin;235
Vinzel;387
;
Crissier;10676
Prilly;12758
Renens (Vd);21541
Bussigny;11632
Chavannes-Près-Renens;9774
Ecublens (Vd);13364
Saint-Sulpice (Vd);5155
Villars-Sainte-Croix;953
;
Château-D'Oex;3653
Rossinière;499
Rougemont;813
Chardonne;3337
Corseaux;2320
Corsier-Sur-Vevey;3385
Jongny;1928
Montreux;26955
La Tour-De-Peilz;12812
Vevey;20142
Veytaux;1038
Blonay - Saint-Légier;12464
;
;
Brig-Glis;14085
Eggerberg;338
Naters;10674
Ried-Brig;2310
Simplon;281
Termen;1175
Zwischbergen;71
;
Ardon;3835
Chamoson;4389
Conthey;9408
Nendaz;7314
Vétroz;6605
;
Bourg-Saint-Pierre;222
Liddes;770
Orsières;3303
Sembrancher;1114
Val De Bagnes;10907
;
Bellwald;363
Binn;129
Ernen;544
Fiesch;910
Fieschertal;357
Lax;339
Obergoms;663
Goms;1149
;
Ayent;4451
Evolène;1666
Hérémence;1545
Saint-Martin (Vs);853
Vex;1980
Mont-Noble;1187
;
Agarn;745
Albinen;259
Ergisch;183
Inden;130
Leuk;4340
Leukerbad;1426
Oberems;140
Salgesch;1732
Varen;700
Guttet-Feschel;440
Gampel-Bratsch;2247
Turtmann-Unterems;1212
;
Bovernier;952
Fully;9310
Isérables;804
Leytron;3529
Martigny;22247
Martigny-Combe;2363
Riddes;3749
Saillon;3156
Saxon;7424
Trient;175
;
Champéry;1404
Collombey-Muraz;10051
Monthey;19074
Port-Valais;4551
Saint-Gingolph;1088
Troistorrents;5022
Val-D'Illiez;2145
Vionnaz;3024
Vouvry;4803
;
Bister;37
Bitsch;1142
Grengiols;417
Riederalp;440
Ausserberg;640
Blatten;300
Bürchen;767
Eischoll;460
Ferden;248
Kippel;329
Niedergesteln;749
Raron;2024
Unterbäch;479
Wiler (Lötschen);528
Mörel-Filet;759
Steg-Hohtenn;1726
Bettmeralp;483
;
Collonges;869
Dorénaz;1113
Evionnaz;1500
Finhaut;418
Massongex;2126
Saint-Maurice;4623
Salvan;1495
Vernayaz;1928
Vérossaz;902
;
Chalais;3927
Chippis;1615
Grône;2556
Icogne;640
Lens;4570
Saint-Léonard;2628
Sierre;17829
Anniviers;2790
Crans-Montana;10496
Noble-Contrée;4693
;
Arbaz;1461
Grimisuat;3962
Savièse;8278
Sion;37154
Veysonnaz;614
;
Baltschieder;1386
Eisten;192
Embd;285
Grächen;1316
Lalden;760
Randa;468
Saas-Almagell;385
Saas-Balen;341
Saas-Fee;1638
Saas-Grund;1057
St Niklaus;2298
Stalden (Vs);1113
Staldenried;561
Täsch;1305
Törbel;496
Visp;8838
Visperterminen;1318
Zeneggen;355
Zermatt;6099
;
;
Boudry;6317
Cortaillod;4807
Rochefort;1354
Milvignes;9308
La Grande Béroche;9229
La Chaux-De-Fonds;37600
Les Planchettes;200
La Sagne;1075
La Brévine;624
Brot-Plamboz;297
Le Cerneux-Péquignot;310
La Chaux-Du-Milieu;496
Le Locle;10907
Les Ponts-De-Martel;1231
Cornaux;1682
Cressier (Ne);2005
Enges;283
Hauterive (Ne);2666
Le Landeron;4652
Lignières;1061
Neuchâtel;45309
Saint-Blaise;3198
La Tène;5571
Val-De-Ruz;17514
La Côte-Aux-Fées;473
Les Verrières;658
Val-De-Travers;10691
;
;
Aire-La-Ville;1173
Anières;2563
Avully;1746
Avusy;1412
Bardonnex;2545
Bellevue;4105
Bernex;11112
Carouge (Ge);22488
Cartigny;1050
Céligny;862
Chancy;1664
Chêne-Bougeries;14342
Chêne-Bourg;9578
Choulex;1232
Collex-Bossy;1666
Collonge-Bellerive;8643
Cologny;6027
Confignon;4553
Corsier (Ge);2313
Dardagny;1828
Genève;209061
Genthod;2861
Le Grand-Saconnex;13062
Gy;553
Hermance;1246
Jussy;1223
Laconnex;704
Lancy;37259
Meinier;2069
Meyrin;27059
Onex;18915
Perly-Certoux;3304
Plan-Les-Ouates;12186
Pregny-Chambésy;4262
Presinge;708
Puplinge;2628
Russin;543
Satigny;4713
Soral;942
Thônex;16809
Troinex;3145
Vandoeuvres;3030
Vernier;37837
Versoix;13996
Veyrier;12085
;
;
Boécourt;961
Bourrignon;263
Châtillon (Ju);475
Courchapoix;449
Courrendlin;3687
Courroux;3443
Courtételle;2788
Delémont;12813
Develier;1393
Ederswiler;115
Mervelier;526
Mettembert;112
Movelier;414
Pleigne;365
Rossemaison;740
Saulcy;277
Soyhières;453
Haute-Sorne;7453
Val Terbi;3270
;
Le Bémont (Ju);308
Les Bois;1244
Les Breuleux;1627
Les Enfers;151
Les Genevez (Ju);516
Lajoux (Ju);720
Montfaucon;564
Muriaux;518
Le Noirmont;1934
Saignelégier;2531
Saint-Brais;237
Soubey;125
;
Alle;1946
Boncourt;1170
Bure;645
Coeuve;717
Cornol;1083
Courchavon;323
Courgenay;2439
Courtedoux;761
Fahy;337
Fontenais;1632
Grandfontaine;378
Porrentruy;6574
Vendlincourt;557
Basse-Allaine;1197
Clos Du Doubs;1304
Haute-Ajoie;1064
La Baroche;1135
Damphreux-Lugnez;370
Basse-Vendline;736
